message_id,channel_name,image_path,detected_objects_count,detected_classes,top_detected_class,top_confidence,image_category,all_confidences
21948,lobelia4cosmetics,data/raw/images/lobelia4cosmetics/21948.jpg,1,39,bottle,0.5305010676383972,product_display,{39: 0.5305010676383972}
21784,lobelia4cosmetics,data/raw/images/lobelia4cosmetics/21784.jpg,0,,,0.0,other,{}
22266,lobelia4cosmetics,data/raw/images/lobelia4cosmetics/22266.jpg,1,39,bottle,0.9318892359733582,product_display,{39: 0.9318892359733582}
21009,lobelia4cosmetics,data/raw/images/lobelia4cosmetics/21009.jpg,3,"74,51,45",clock,0.40585365891456604,other,"{74: 0.40585365891456604, 51: 0.33894991874694824, 45: 0.2529979646205902}"
22500,lobelia4cosmetics,data/raw/images/lobelia4cosmetics/22500.jpg,2,"0,0",person,0.5967598557472229,lifestyle,{0: 0.3250144124031067}
22514,lobelia4cosmetics,data/raw/images/lobelia4cosmetics/22514.jpg,0,,,0.0,other,{}
22272,lobelia4cosmetics,data/raw/images/lobelia4cosmetics/22272.jpg,2,"0,37",person,0.6241411566734314,lifestyle,"{0: 0.6241411566734314, 37: 0.36634331941604614}"
21035,lobelia4cosmetics,data/raw/images/lobelia4cosmetics/21035.jpg,3,"39,39,39",bottle,0.34619343280792236,product_display,{39: 0.26735126972198486}
21021,lobelia4cosmetics,data/raw/images/lobelia4cosmetics/21021.jpg,2,"0,37",person,0.6241411566734314,lifestyle,"{0: 0.6241411566734314, 37: 0.36634331941604614}"
22528,lobelia4cosmetics,data/raw/images/lobelia4cosmetics/22528.jpg,1,72,refrigerator,0.3571473956108093,other,{72: 0.3571473956108093}
21747,lobelia4cosmetics,data/raw/images/lobelia4cosmetics/21747.jpg,0,,,0.0,other,{}
22529,lobelia4cosmetics,data/raw/images/lobelia4cosmetics/22529.jpg,2,"0,37",person,0.6241411566734314,lifestyle,"{0: 0.6241411566734314, 37: 0.36634331941604614}"
21020,lobelia4cosmetics,data/raw/images/lobelia4cosmetics/21020.jpg,1,67,cell phone,0.31957992911338806,other,{67: 0.31957992911338806}
21746,lobelia4cosmetics,data/raw/images/lobelia4cosmetics/21746.jpg,0,,,0.0,other,{}
21752,lobelia4cosmetics,data/raw/images/lobelia4cosmetics/21752.jpg,0,,,0.0,other,{}
21034,lobelia4cosmetics,data/raw/images/lobelia4cosmetics/21034.jpg,2,"39,65",bottle,0.4789566695690155,product_display,"{39: 0.4789566695690155, 65: 0.33883869647979736}"
22515,lobelia4cosmetics,data/raw/images/lobelia4cosmetics/22515.jpg,0,,,0.0,other,{}
22273,lobelia4cosmetics,data/raw/images/lobelia4cosmetics/22273.jpg,2,"0,11",person,0.678920328617096,lifestyle,"{0: 0.678920328617096, 11: 0.271867960691452}"
22267,lobelia4cosmetics,data/raw/images/lobelia4cosmetics/22267.jpg,1,72,refrigerator,0.457951158285141,other,{72: 0.457951158285141}
22501,lobelia4cosmetics,data/raw/images/lobelia4cosmetics/22501.jpg,0,,,0.0,other,{}
21008,lobelia4cosmetics,data/raw/images/lobelia4cosmetics/21008.jpg,1,47,apple,0.3087237775325775,other,{47: 0.3087237775325775}
21785,lobelia4cosmetics,data/raw/images/lobelia4cosmetics/21785.jpg,4,"52,52,52,52",hot dog,0.5860720276832581,other,{52: 0.25144100189208984}
21949,lobelia4cosmetics,data/raw/images/lobelia4cosmetics/21949.jpg,2,"39,39",bottle,0.32016775012016296,product_display,{39: 0.29760217666625977}
21791,lobelia4cosmetics,data/raw/images/lobelia4cosmetics/21791.jpg,1,39,bottle,0.4368012845516205,product_display,{39: 0.4368012845516205}
22298,lobelia4cosmetics,data/raw/images/lobelia4cosmetics/22298.jpg,1,39,bottle,0.9318892359733582,product_display,{39: 0.9318892359733582}
21961,lobelia4cosmetics,data/raw/images/lobelia4cosmetics/21961.jpg,1,39,bottle,0.9162954688072205,product_display,{39: 0.9162954688072205}
21975,lobelia4cosmetics,data/raw/images/lobelia4cosmetics/21975.jpg,0,,,0.0,other,{}
21544,lobelia4cosmetics,data/raw/images/lobelia4cosmetics/21544.jpg,1,39,bottle,0.6595388054847717,product_display,{39: 0.6595388054847717}
20882,lobelia4cosmetics,data/raw/images/lobelia4cosmetics/20882.jpg,1,39,bottle,0.7326310276985168,product_display,{39: 0.7326310276985168}
21222,lobelia4cosmetics,data/raw/images/lobelia4cosmetics/21222.jpg,0,,,0.0,other,{}
21236,lobelia4cosmetics,data/raw/images/lobelia4cosmetics/21236.jpg,2,"0,73",person,0.4573282301425934,lifestyle,"{0: 0.4573282301425934, 73: 0.31845182180404663}"
21550,lobelia4cosmetics,data/raw/images/lobelia4cosmetics/21550.jpg,1,39,bottle,0.5719424486160278,product_display,{39: 0.5719424486160278}
20896,lobelia4cosmetics,data/raw/images/lobelia4cosmetics/20896.jpg,3,"41,60,41",cup,0.41193896532058716,product_display,"{41: 0.28171512484550476, 60: 0.32070791721343994}"
22059,lobelia4cosmetics,data/raw/images/lobelia4cosmetics/22059.jpg,0,,,0.0,other,{}
20666,lobelia4cosmetics,data/raw/images/lobelia4cosmetics/20666.jpg,1,39,bottle,0.4382469654083252,product_display,{39: 0.4382469654083252}
21578,lobelia4cosmetics,data/raw/images/lobelia4cosmetics/21578.jpg,1,39,bottle,0.4382469654083252,product_display,{39: 0.4382469654083252}
22071,lobelia4cosmetics,data/raw/images/lobelia4cosmetics/22071.jpg,1,39,bottle,0.8308449983596802,product_display,{39: 0.8308449983596802}
22717,lobelia4cosmetics,data/raw/images/lobelia4cosmetics/22717.jpg,1,67,cell phone,0.31957992911338806,other,{67: 0.31957992911338806}
22703,lobelia4cosmetics,data/raw/images/lobelia4cosmetics/22703.jpg,0,,,0.0,other,{}
22065,lobelia4cosmetics,data/raw/images/lobelia4cosmetics/22065.jpg,0,,,0.0,other,{}
20672,lobelia4cosmetics,data/raw/images/lobelia4cosmetics/20672.jpg,0,,,0.0,other,{}
21587,lobelia4cosmetics,data/raw/images/lobelia4cosmetics/21587.jpg,1,73,book,0.32564425468444824,other,{73: 0.32564425468444824}
20699,lobelia4cosmetics,data/raw/images/lobelia4cosmetics/20699.jpg,0,,,0.0,other,{}
22930,lobelia4cosmetics,data/raw/images/lobelia4cosmetics/22930.jpg,1,12,parking meter,0.2554693818092346,other,{12: 0.2554693818092346}
22924,lobelia4cosmetics,data/raw/images/lobelia4cosmetics/22924.jpg,0,,,0.0,other,{}
21593,lobelia4cosmetics,data/raw/images/lobelia4cosmetics/21593.jpg,1,39,bottle,0.5791810154914856,product_display,{39: 0.5791810154914856}
20855,lobelia4cosmetics,data/raw/images/lobelia4cosmetics/20855.jpg,1,53,pizza,0.6298407912254333,other,{53: 0.6298407912254333}
22918,lobelia4cosmetics,data/raw/images/lobelia4cosmetics/22918.jpg,1,74,clock,0.2700832188129425,other,{74: 0.2700832188129425}
20869,lobelia4cosmetics,data/raw/images/lobelia4cosmetics/20869.jpg,0,,,0.0,other,{}
22139,lobelia4cosmetics,data/raw/images/lobelia4cosmetics/22139.jpg,1,39,bottle,0.7326310276985168,product_display,{39: 0.7326310276985168}
21430,lobelia4cosmetics,data/raw/images/lobelia4cosmetics/21430.jpg,0,,,0.0,other,{}
21356,lobelia4cosmetics,data/raw/images/lobelia4cosmetics/21356.jpg,4,"52,52,52,52",hot dog,0.5860720276832581,other,{52: 0.25144100189208984}
22887,lobelia4cosmetics,data/raw/images/lobelia4cosmetics/22887.jpg,0,,,0.0,other,{}
22893,lobelia4cosmetics,data/raw/images/lobelia4cosmetics/22893.jpg,2,"0,37",person,0.6241411566734314,lifestyle,"{0: 0.6241411566734314, 37: 0.36634331941604614}"
21342,lobelia4cosmetics,data/raw/images/lobelia4cosmetics/21342.jpg,1,39,bottle,0.7326310276985168,product_display,{39: 0.7326310276985168}
21424,lobelia4cosmetics,data/raw/images/lobelia4cosmetics/21424.jpg,0,,,0.0,other,{}
20712,lobelia4cosmetics,data/raw/images/lobelia4cosmetics/20712.jpg,0,,,0.0,other,{}
22105,lobelia4cosmetics,data/raw/images/lobelia4cosmetics/22105.jpg,0,,,0.0,other,{}
22663,lobelia4cosmetics,data/raw/images/lobelia4cosmetics/22663.jpg,0,,,0.0,other,{}
22677,lobelia4cosmetics,data/raw/images/lobelia4cosmetics/22677.jpg,0,,,0.0,other,{}
22111,lobelia4cosmetics,data/raw/images/lobelia4cosmetics/22111.jpg,0,,,0.0,other,{}
21418,lobelia4cosmetics,data/raw/images/lobelia4cosmetics/21418.jpg,4,"52,52,52,52",hot dog,0.5860720276832581,other,{52: 0.25144100189208984}
20706,lobelia4cosmetics,data/raw/images/lobelia4cosmetics/20706.jpg,1,39,bottle,0.38477739691734314,product_display,{39: 0.38477739691734314}
20935,lobelia4cosmetics,data/raw/images/lobelia4cosmetics/20935.jpg,1,39,bottle,0.5791810154914856,product_display,{39: 0.5791810154914856}
22844,lobelia4cosmetics,data/raw/images/lobelia4cosmetics/22844.jpg,3,"0,0,39",person,0.7900387644767761,promotional,"{0: 0.3781144320964813, 39: 0.35652440786361694}"
21395,lobelia4cosmetics,data/raw/images/lobelia4cosmetics/21395.jpg,2,"73,39",book,0.350198894739151,product_display,"{73: 0.350198894739151, 39: 0.26285699009895325}"
21381,lobelia4cosmetics,data/raw/images/lobelia4cosmetics/21381.jpg,1,39,bottle,0.7241215705871582,product_display,{39: 0.7241215705871582}
22850,lobelia4cosmetics,data/raw/images/lobelia4cosmetics/22850.jpg,0,,,0.0,other,{}
22688,lobelia4cosmetics,data/raw/images/lobelia4cosmetics/22688.jpg,0,,,0.0,other,{}
20921,lobelia4cosmetics,data/raw/images/lobelia4cosmetics/20921.jpg,0,,,0.0,other,{}
20909,lobelia4cosmetics,data/raw/images/lobelia4cosmetics/20909.jpg,1,60,dining table,0.29310351610183716,other,{60: 0.29310351610183716}
22878,lobelia4cosmetics,data/raw/images/lobelia4cosmetics/22878.jpg,0,,,0.0,other,{}
21154,lobelia4cosmetics,data/raw/images/lobelia4cosmetics/21154.jpg,1,39,bottle,0.7326310276985168,product_display,{39: 0.7326310276985168}
21632,lobelia4cosmetics,data/raw/images/lobelia4cosmetics/21632.jpg,1,72,refrigerator,0.457951158285141,other,{72: 0.457951158285141}
21626,lobelia4cosmetics,data/raw/images/lobelia4cosmetics/21626.jpg,1,74,clock,0.3609219193458557,other,{74: 0.3609219193458557}
22449,lobelia4cosmetics,data/raw/images/lobelia4cosmetics/22449.jpg,0,,,0.0,other,{}
21168,lobelia4cosmetics,data/raw/images/lobelia4cosmetics/21168.jpg,1,39,bottle,0.4382469654083252,product_display,{39: 0.4382469654083252}
22461,lobelia4cosmetics,data/raw/images/lobelia4cosmetics/22461.jpg,1,72,refrigerator,0.35830268263816833,other,{72: 0.35830268263816833}
22307,lobelia4cosmetics,data/raw/images/lobelia4cosmetics/22307.jpg,2,"0,73",person,0.4573282301425934,lifestyle,"{0: 0.4573282301425934, 73: 0.31845182180404663}"
22313,lobelia4cosmetics,data/raw/images/lobelia4cosmetics/22313.jpg,2,"0,72",person,0.8406550288200378,lifestyle,"{0: 0.8406550288200378, 72: 0.682590901851654}"
22475,lobelia4cosmetics,data/raw/images/lobelia4cosmetics/22475.jpg,0,,,0.0,other,{}
21197,lobelia4cosmetics,data/raw/images/lobelia4cosmetics/21197.jpg,1,72,refrigerator,0.4999719262123108,other,{72: 0.4999719262123108}
21829,lobelia4cosmetics,data/raw/images/lobelia4cosmetics/21829.jpg,0,,,0.0,other,{}
21183,lobelia4cosmetics,data/raw/images/lobelia4cosmetics/21183.jpg,0,,,0.0,other,{}
21801,lobelia4cosmetics,data/raw/images/lobelia4cosmetics/21801.jpg,1,39,bottle,0.9318892359733582,product_display,{39: 0.9318892359733582}
21817,lobelia4cosmetics,data/raw/images/lobelia4cosmetics/21817.jpg,0,,,0.0,other,{}
21803,lobelia4cosmetics,data/raw/images/lobelia4cosmetics/21803.jpg,0,,,0.0,other,{}
21195,lobelia4cosmetics,data/raw/images/lobelia4cosmetics/21195.jpg,0,,,0.0,other,{}
21181,lobelia4cosmetics,data/raw/images/lobelia4cosmetics/21181.jpg,4,"52,52,52,52",hot dog,0.5860720276832581,other,{52: 0.25144100189208984}
22488,lobelia4cosmetics,data/raw/images/lobelia4cosmetics/22488.jpg,0,,,0.0,other,{}
22305,lobelia4cosmetics,data/raw/images/lobelia4cosmetics/22305.jpg,1,67,cell phone,0.4634685218334198,other,{67: 0.4634685218334198}
22463,lobelia4cosmetics,data/raw/images/lobelia4cosmetics/22463.jpg,0,,,0.0,other,{}
22477,lobelia4cosmetics,data/raw/images/lobelia4cosmetics/22477.jpg,25,"39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39",bottle,0.6552401185035706,product_display,{39: 0.2851354479789734}
22311,lobelia4cosmetics,data/raw/images/lobelia4cosmetics/22311.jpg,0,,,0.0,other,{}
21618,lobelia4cosmetics,data/raw/images/lobelia4cosmetics/21618.jpg,0,,,0.0,other,{}
22339,lobelia4cosmetics,data/raw/images/lobelia4cosmetics/22339.jpg,2,"0,0",person,0.5967598557472229,lifestyle,{0: 0.3250144124031067}
21630,lobelia4cosmetics,data/raw/images/lobelia4cosmetics/21630.jpg,2,"0,0",person,0.5967598557472229,lifestyle,{0: 0.3250144124031067}
21156,lobelia4cosmetics,data/raw/images/lobelia4cosmetics/21156.jpg,3,"0,0,39",person,0.7900387644767761,promotional,"{0: 0.3781144320964813, 39: 0.35652440786361694}"
21142,lobelia4cosmetics,data/raw/images/lobelia4cosmetics/21142.jpg,1,72,refrigerator,0.4999719262123108,other,{72: 0.4999719262123108}
21624,lobelia4cosmetics,data/raw/images/lobelia4cosmetics/21624.jpg,0,,,0.0,other,{}
21397,lobelia4cosmetics,data/raw/images/lobelia4cosmetics/21397.jpg,2,"39,75",bottle,0.7860796451568604,product_display,"{39: 0.7860796451568604, 75: 0.4042931795120239}"
22846,lobelia4cosmetics,data/raw/images/lobelia4cosmetics/22846.jpg,2,"0,73",person,0.4573282301425934,lifestyle,"{0: 0.4573282301425934, 73: 0.31845182180404663}"
20937,lobelia4cosmetics,data/raw/images/lobelia4cosmetics/20937.jpg,0,,,0.0,other,{}
20923,lobelia4cosmetics,data/raw/images/lobelia4cosmetics/20923.jpg,1,39,bottle,0.29042696952819824,product_display,{39: 0.29042696952819824}
22852,lobelia4cosmetics,data/raw/images/lobelia4cosmetics/22852.jpg,0,,,0.0,other,{}
21383,lobelia4cosmetics,data/raw/images/lobelia4cosmetics/21383.jpg,1,39,bottle,0.9162954688072205,product_display,{39: 0.9162954688072205}
21368,lobelia4cosmetics,data/raw/images/lobelia4cosmetics/21368.jpg,2,"41,41",cup,0.5362052321434021,product_display,{41: 0.25667262077331543}
22661,lobelia4cosmetics,data/raw/images/lobelia4cosmetics/22661.jpg,1,69,oven,0.25304025411605835,other,{69: 0.25304025411605835}
22107,lobelia4cosmetics,data/raw/images/lobelia4cosmetics/22107.jpg,2,"0,37",person,0.6241411566734314,lifestyle,"{0: 0.6241411566734314, 37: 0.36634331941604614}"
20710,lobelia4cosmetics,data/raw/images/lobelia4cosmetics/20710.jpg,1,39,bottle,0.36313357949256897,product_display,{39: 0.36313357949256897}
20704,lobelia4cosmetics,data/raw/images/lobelia4cosmetics/20704.jpg,2,"76,74",scissors,0.5893492102622986,other,"{76: 0.5893492102622986, 74: 0.2823452055454254}"
22113,lobelia4cosmetics,data/raw/images/lobelia4cosmetics/22113.jpg,0,,,0.0,other,{}
22675,lobelia4cosmetics,data/raw/images/lobelia4cosmetics/22675.jpg,0,,,0.0,other,{}
22885,lobelia4cosmetics,data/raw/images/lobelia4cosmetics/22885.jpg,0,,,0.0,other,{}
21354,lobelia4cosmetics,data/raw/images/lobelia4cosmetics/21354.jpg,0,,,0.0,other,{}
20738,lobelia4cosmetics,data/raw/images/lobelia4cosmetics/20738.jpg,1,39,bottle,0.5791810154914856,product_display,{39: 0.5791810154914856}
21426,lobelia4cosmetics,data/raw/images/lobelia4cosmetics/21426.jpg,2,"0,0",person,0.5967598557472229,lifestyle,{0: 0.3250144124031067}
21340,lobelia4cosmetics,data/raw/images/lobelia4cosmetics/21340.jpg,0,,,0.0,other,{}
22891,lobelia4cosmetics,data/raw/images/lobelia4cosmetics/22891.jpg,2,"39,39",bottle,0.5879669785499573,product_display,{39: 0.3194338381290436}
22649,lobelia4cosmetics,data/raw/images/lobelia4cosmetics/22649.jpg,6,"39,39,39,39,39,39",bottle,0.8551758527755737,product_display,{39: 0.570135772228241}
22932,lobelia4cosmetics,data/raw/images/lobelia4cosmetics/22932.jpg,0,,,0.0,other,{}
20843,lobelia4cosmetics,data/raw/images/lobelia4cosmetics/20843.jpg,1,73,book,0.32564425468444824,other,{73: 0.32564425468444824}
21585,lobelia4cosmetics,data/raw/images/lobelia4cosmetics/21585.jpg,0,,,0.0,other,{}
20857,lobelia4cosmetics,data/raw/images/lobelia4cosmetics/20857.jpg,0,,,0.0,other,{}
21591,lobelia4cosmetics,data/raw/images/lobelia4cosmetics/21591.jpg,1,67,cell phone,0.4634685218334198,other,{67: 0.4634685218334198}
22098,lobelia4cosmetics,data/raw/images/lobelia4cosmetics/22098.jpg,2,"0,72",person,0.8406550288200378,lifestyle,"{0: 0.8406550288200378, 72: 0.682590901851654}"
22926,lobelia4cosmetics,data/raw/images/lobelia4cosmetics/22926.jpg,0,,,0.0,other,{}
22715,lobelia4cosmetics,data/raw/images/lobelia4cosmetics/22715.jpg,0,,,0.0,other,{}
22073,lobelia4cosmetics,data/raw/images/lobelia4cosmetics/22073.jpg,1,77,teddy bear,0.3179375231266022,other,{77: 0.3179375231266022}
20664,lobelia4cosmetics,data/raw/images/lobelia4cosmetics/20664.jpg,2,"76,74",scissors,0.5893492102622986,other,"{76: 0.5893492102622986, 74: 0.2823452055454254}"
20670,lobelia4cosmetics,data/raw/images/lobelia4cosmetics/20670.jpg,0,,,0.0,other,{}
22067,lobelia4cosmetics,data/raw/images/lobelia4cosmetics/22067.jpg,1,41,cup,0.5273927450180054,product_display,{41: 0.5273927450180054}
22701,lobelia4cosmetics,data/raw/images/lobelia4cosmetics/22701.jpg,0,,,0.0,other,{}
21208,lobelia4cosmetics,data/raw/images/lobelia4cosmetics/21208.jpg,1,67,cell phone,0.31957992911338806,other,{67: 0.31957992911338806}
22729,lobelia4cosmetics,data/raw/images/lobelia4cosmetics/22729.jpg,0,,,0.0,other,{}
21220,lobelia4cosmetics,data/raw/images/lobelia4cosmetics/21220.jpg,1,39,bottle,0.9318892359733582,product_display,{39: 0.9318892359733582}
20880,lobelia4cosmetics,data/raw/images/lobelia4cosmetics/20880.jpg,1,67,cell phone,0.4634685218334198,other,{67: 0.4634685218334198}
21546,lobelia4cosmetics,data/raw/images/lobelia4cosmetics/21546.jpg,1,72,refrigerator,0.281098872423172,other,{72: 0.281098872423172}
20894,lobelia4cosmetics,data/raw/images/lobelia4cosmetics/20894.jpg,2,"39,41",bottle,0.4822787344455719,product_display,"{39: 0.4822787344455719, 41: 0.3975864350795746}"
21552,lobelia4cosmetics,data/raw/images/lobelia4cosmetics/21552.jpg,2,"67,39",cell phone,0.6242851614952087,product_display,"{67: 0.6242851614952087, 39: 0.4089212417602539}"
21234,lobelia4cosmetics,data/raw/images/lobelia4cosmetics/21234.jpg,0,,,0.0,other,{}
21963,lobelia4cosmetics,data/raw/images/lobelia4cosmetics/21963.jpg,0,,,0.0,other,{}
21977,lobelia4cosmetics,data/raw/images/lobelia4cosmetics/21977.jpg,0,,,0.0,other,{}
21787,lobelia4cosmetics,data/raw/images/lobelia4cosmetics/21787.jpg,0,,,0.0,other,{}
21793,lobelia4cosmetics,data/raw/images/lobelia4cosmetics/21793.jpg,0,,,0.0,other,{}
21778,lobelia4cosmetics,data/raw/images/lobelia4cosmetics/21778.jpg,0,,,0.0,other,{}
22271,lobelia4cosmetics,data/raw/images/lobelia4cosmetics/22271.jpg,1,67,cell phone,0.31957992911338806,other,{67: 0.31957992911338806}
22517,lobelia4cosmetics,data/raw/images/lobelia4cosmetics/22517.jpg,1,39,bottle,0.5016928315162659,product_display,{39: 0.5016928315162659}
22503,lobelia4cosmetics,data/raw/images/lobelia4cosmetics/22503.jpg,1,39,bottle,0.9318892359733582,product_display,{39: 0.9318892359733582}
22265,lobelia4cosmetics,data/raw/images/lobelia4cosmetics/22265.jpg,2,"0,0",person,0.5967598557472229,lifestyle,{0: 0.3250144124031067}
21744,lobelia4cosmetics,data/raw/images/lobelia4cosmetics/21744.jpg,1,39,bottle,0.38477739691734314,product_display,{39: 0.38477739691734314}
21022,lobelia4cosmetics,data/raw/images/lobelia4cosmetics/21022.jpg,0,,,0.0,other,{}
21036,lobelia4cosmetics,data/raw/images/lobelia4cosmetics/21036.jpg,1,39,bottle,0.8599433302879333,product_display,{39: 0.8599433302879333}
21988,lobelia4cosmetics,data/raw/images/lobelia4cosmetics/21988.jpg,1,77,teddy bear,0.3179375231266022,other,{77: 0.3179375231266022}
21750,lobelia4cosmetics,data/raw/images/lobelia4cosmetics/21750.jpg,0,,,0.0,other,{}
22259,lobelia4cosmetics,data/raw/images/lobelia4cosmetics/22259.jpg,1,39,bottle,0.7726432681083679,product_display,{39: 0.7726432681083679}
21037,lobelia4cosmetics,data/raw/images/lobelia4cosmetics/21037.jpg,1,53,pizza,0.6298407912254333,other,{53: 0.6298407912254333}
22258,lobelia4cosmetics,data/raw/images/lobelia4cosmetics/22258.jpg,0,,,0.0,other,{}
21751,lobelia4cosmetics,data/raw/images/lobelia4cosmetics/21751.jpg,1,12,parking meter,0.4189504384994507,other,{12: 0.4189504384994507}
21989,lobelia4cosmetics,data/raw/images/lobelia4cosmetics/21989.jpg,0,,,0.0,other,{}
21745,lobelia4cosmetics,data/raw/images/lobelia4cosmetics/21745.jpg,0,,,0.0,other,{}
21023,lobelia4cosmetics,data/raw/images/lobelia4cosmetics/21023.jpg,0,,,0.0,other,{}
22502,lobelia4cosmetics,data/raw/images/lobelia4cosmetics/22502.jpg,0,,,0.0,other,{}
22264,lobelia4cosmetics,data/raw/images/lobelia4cosmetics/22264.jpg,1,39,bottle,0.38477739691734314,product_display,{39: 0.38477739691734314}
22270,lobelia4cosmetics,data/raw/images/lobelia4cosmetics/22270.jpg,0,,,0.0,other,{}
21779,lobelia4cosmetics,data/raw/images/lobelia4cosmetics/21779.jpg,0,,,0.0,other,{}
22516,lobelia4cosmetics,data/raw/images/lobelia4cosmetics/22516.jpg,2,"0,0",person,0.5967598557472229,lifestyle,{0: 0.3250144124031067}
21792,lobelia4cosmetics,data/raw/images/lobelia4cosmetics/21792.jpg,1,41,cup,0.5273927450180054,product_display,{41: 0.5273927450180054}
21786,lobelia4cosmetics,data/raw/images/lobelia4cosmetics/21786.jpg,0,,,0.0,other,{}
21976,lobelia4cosmetics,data/raw/images/lobelia4cosmetics/21976.jpg,1,12,parking meter,0.4189504384994507,other,{12: 0.4189504384994507}
21962,lobelia4cosmetics,data/raw/images/lobelia4cosmetics/21962.jpg,2,"67,39",cell phone,0.6242851614952087,product_display,"{67: 0.6242851614952087, 39: 0.4089212417602539}"
21553,lobelia4cosmetics,data/raw/images/lobelia4cosmetics/21553.jpg,0,,,0.0,other,{}
20895,lobelia4cosmetics,data/raw/images/lobelia4cosmetics/20895.jpg,0,,,0.0,other,{}
21235,lobelia4cosmetics,data/raw/images/lobelia4cosmetics/21235.jpg,2,"0,72",person,0.8406550288200378,lifestyle,"{0: 0.8406550288200378, 72: 0.682590901851654}"
21221,lobelia4cosmetics,data/raw/images/lobelia4cosmetics/21221.jpg,0,,,0.0,other,{}
22728,lobelia4cosmetics,data/raw/images/lobelia4cosmetics/22728.jpg,0,,,0.0,other,{}
21547,lobelia4cosmetics,data/raw/images/lobelia4cosmetics/21547.jpg,0,,,0.0,other,{}
20881,lobelia4cosmetics,data/raw/images/lobelia4cosmetics/20881.jpg,2,"39,60",bottle,0.4841192960739136,product_display,"{39: 0.4841192960739136, 60: 0.29485949873924255}"
22066,lobelia4cosmetics,data/raw/images/lobelia4cosmetics/22066.jpg,1,39,bottle,0.8599433302879333,product_display,{39: 0.8599433302879333}
20671,lobelia4cosmetics,data/raw/images/lobelia4cosmetics/20671.jpg,3,"0,0,39",person,0.7900387644767761,promotional,"{0: 0.3781144320964813, 39: 0.35652440786361694}"
21209,lobelia4cosmetics,data/raw/images/lobelia4cosmetics/21209.jpg,0,,,0.0,other,{}
22700,lobelia4cosmetics,data/raw/images/lobelia4cosmetics/22700.jpg,0,,,0.0,other,{}
22714,lobelia4cosmetics,data/raw/images/lobelia4cosmetics/22714.jpg,1,74,clock,0.2700832188129425,other,{74: 0.2700832188129425}
20665,lobelia4cosmetics,data/raw/images/lobelia4cosmetics/20665.jpg,0,,,0.0,other,{}
22072,lobelia4cosmetics,data/raw/images/lobelia4cosmetics/22072.jpg,0,,,0.0,other,{}
22099,lobelia4cosmetics,data/raw/images/lobelia4cosmetics/22099.jpg,2,"0,73",person,0.4573282301425934,lifestyle,"{0: 0.4573282301425934, 73: 0.31845182180404663}"
21590,lobelia4cosmetics,data/raw/images/lobelia4cosmetics/21590.jpg,1,39,bottle,0.8690332770347595,product_display,{39: 0.8690332770347595}
20856,lobelia4cosmetics,data/raw/images/lobelia4cosmetics/20856.jpg,1,74,clock,0.4850984811782837,other,{74: 0.4850984811782837}
22927,lobelia4cosmetics,data/raw/images/lobelia4cosmetics/22927.jpg,0,,,0.0,other,{}
22933,lobelia4cosmetics,data/raw/images/lobelia4cosmetics/22933.jpg,0,,,0.0,other,{}
21584,lobelia4cosmetics,data/raw/images/lobelia4cosmetics/21584.jpg,0,,,0.0,other,{}
20842,lobelia4cosmetics,data/raw/images/lobelia4cosmetics/20842.jpg,1,73,book,0.2753828465938568,other,{73: 0.2753828465938568}
21427,lobelia4cosmetics,data/raw/images/lobelia4cosmetics/21427.jpg,0,,,0.0,other,{}
20739,lobelia4cosmetics,data/raw/images/lobelia4cosmetics/20739.jpg,1,39,bottle,0.38477739691734314,product_display,{39: 0.38477739691734314}
22648,lobelia4cosmetics,data/raw/images/lobelia4cosmetics/22648.jpg,25,"39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39",bottle,0.6552401185035706,product_display,{39: 0.2851354479789734}
22890,lobelia4cosmetics,data/raw/images/lobelia4cosmetics/22890.jpg,2,"39,60",bottle,0.4841192960739136,product_display,"{39: 0.4841192960739136, 60: 0.29485949873924255}"
21341,lobelia4cosmetics,data/raw/images/lobelia4cosmetics/21341.jpg,0,,,0.0,other,{}
21355,lobelia4cosmetics,data/raw/images/lobelia4cosmetics/21355.jpg,0,,,0.0,other,{}
22884,lobelia4cosmetics,data/raw/images/lobelia4cosmetics/22884.jpg,1,77,teddy bear,0.3179375231266022,other,{77: 0.3179375231266022}
21433,lobelia4cosmetics,data/raw/images/lobelia4cosmetics/21433.jpg,0,,,0.0,other,{}
22112,lobelia4cosmetics,data/raw/images/lobelia4cosmetics/22112.jpg,1,72,refrigerator,0.38142046332359314,other,{72: 0.38142046332359314}
20705,lobelia4cosmetics,data/raw/images/lobelia4cosmetics/20705.jpg,0,,,0.0,other,{}
22674,lobelia4cosmetics,data/raw/images/lobelia4cosmetics/22674.jpg,0,,,0.0,other,{}
22660,lobelia4cosmetics,data/raw/images/lobelia4cosmetics/22660.jpg,1,28,suitcase,0.3222518265247345,other,{28: 0.3222518265247345}
21369,lobelia4cosmetics,data/raw/images/lobelia4cosmetics/21369.jpg,0,,,0.0,other,{}
20711,lobelia4cosmetics,data/raw/images/lobelia4cosmetics/20711.jpg,0,,,0.0,other,{}
22106,lobelia4cosmetics,data/raw/images/lobelia4cosmetics/22106.jpg,1,67,cell phone,0.31957992911338806,other,{67: 0.31957992911338806}
